na_item,sector,cofog99,unit,geotime,date,value
TE,S13,GF10,PC_GDP,CY,2006-01-01,10
TE,S13,GF10,PC_GDP,CY,2007-01-01,10
TE,S13,GF10,PC_GDP,CY,2008-01-01,10
TE,S13,GF10,PC_GDP,CY,2009-01-01,11
TE,S13,GF10,PC_GDP,CY,2010-01-01,12
TE,S13,GF10,PC_GDP,CY,2011-01-01,12
TE,S13,GF10,PC_GDP,CY,2012-01-01,12
TE,S13,GF10,PC_GDP,CY,2013-01-01,
TE,S13,GF10,PC_GDP,CY,2014-01-01,13
TE,S13,GF10,PC_GDP,CY,2015-01-01,13
TE,S13,GF10,PC_GDP,CY,2016-01-01,13
TE,S13,GF10,PC_GDP,CY,2017-01-01,
TE,S13,GF10,PC_GDP,CZ,2005-01-01,11
TE,S13,GF10,PC_GDP,CZ,2006-01-01,11
TE,S13,GF10,PC_GDP,CZ,2007-01-01,11
TE,S13,GF10,PC_GDP,CZ,2008-01-01,11
TE,S13,GF10,PC_GDP,CZ,2009-01-01,13
TE,S13,GF10,PC_GDP,CZ,2010-01-01,13
TE,S13,GF10,PC_GDP,CZ,2011-01-01,13
TE,S13,GF10,PC_GDP,CZ,2012-01-01,13
TE,S13,GF10,PC_GDP,CZ,2013-01-01,
TE,S13,GF10,PC_GDP,CZ,2014-01-01,13
TE,S13,GF10,PC_GDP,CZ,2015-01-01,12
TE,S13,GF10,PC_GDP,CZ,2016-01-01,12
TE,S13,GF10,PC_GDP,CZ,2017-01-01,
TE,S13,GF10,PC_GDP,DE,2005-01-01,20
TE,S13,GF10,PC_GDP,DE,2006-01-01,19
TE,S13,GF10,PC_GDP,DE,2007-01-01,18
TE,S13,GF10,PC_GDP,DE,2008-01-01,18
TE,S13,GF10,PC_GDP,DE,2009-01-01,20
TE,S13,GF10,PC_GDP,DE,2010-01-01,19
TE,S13,GF10,PC_GDP,DE,2011-01-01,18
TE,S13,GF10,PC_GDP,DE,2012-01-01,18
TE,S13,GF10,PC_GDP,DE,2013-01-01,
TE,S13,GF10,PC_GDP,DE,2014-01-01,18
TE,S13,GF10,PC_GDP,DE,2015-01-01,19
TE,S13,GF10,PC_GDP,DE,2016-01-01,19
TE,S13,GF10,PC_GDP,DE,2017-01-01,
TE,S13,GF10,PC_GDP,DK,2005-01-01,22
TE,S13,GF10,PC_GDP,DK,2006-01-01,21
TE,S13,GF10,PC_GDP,DK,2007-01-01,21
TE,S13,GF10,PC_GDP,DK,2008-01-01,21
TE,S13,GF10,PC_GDP,DK,2009-01-01,24
TE,S13,GF10,PC_GDP,DK,2010-01-01,24
TE,S13,GF10,PC_GDP,DK,2011-01-01,24
TE,S13,GF10,PC_GDP,DK,2012-01-01,24
TE,S13,GF10,PC_GDP,DK,2013-01-01,
TE,S13,GF10,PC_GDP,DK,2014-01-01,24
TE,S13,GF10,PC_GDP,DK,2015-01-01,23
TE,S13,GF10,PC_GDP,DK,2016-01-01,23
TE,S13,GF10,PC_GDP,DK,2017-01-01,22
TE,S13,GF10,PC_GDP,EA18,2005-01-01,18
TE,S13,GF10,PC_GDP,EA18,2006-01-01,18
TE,S13,GF10,PC_GDP,EA18,2007-01-01,17
TE,S13,GF10,PC_GDP,EA18,2008-01-01,18
TE,S13,GF10,PC_GDP,EA18,2009-01-01,20
TE,S13,GF10,PC_GDP,EA18,2010-01-01,19
TE,S13,GF10,PC_GDP,EA18,2011-01-01,19
TE,S13,GF10,PC_GDP,EA18,2012-01-01,20
TE,S13,GF10,PC_GDP,EA18,2013-01-01,
TE,S13,GF10,PC_GDP,EA18,2014-01-01,20
TE,S13,GF10,PC_GDP,EA18,2015-01-01,20
TE,S13,GF10,PC_GDP,EA18,2016-01-01,20
TE,S13,GF10,PC_GDP,EA18,2017-01-01,
TE,S13,GF10,PC_GDP,EA19,2005-01-01,18
TE,S13,GF10,PC_GDP,EA19,2006-01-01,18
TE,S13,GF10,PC_GDP,EA19,2007-01-01,17
TE,S13,GF10,PC_GDP,EA19,2008-01-01,18
TE,S13,GF10,PC_GDP,EA19,2009-01-01,20
TE,S13,GF10,PC_GDP,EA19,2010-01-01,19
TE,S13,GF10,PC_GDP,EA19,2011-01-01,19
TE,S13,GF10,PC_GDP,EA19,2012-01-01,20
TE,S13,GF10,PC_GDP,EA19,2013-01-01,
TE,S13,GF10,PC_GDP,EA19,2014-01-01,20
TE,S13,GF10,PC_GDP,EA19,2015-01-01,20
TE,S13,GF10,PC_GDP,EA19,2016-01-01,20
TE,S13,GF10,PC_GDP,EA19,2017-01-01,
TE,S13,GF10,PC_GDP,EE,2005-01-01,9
TE,S13,GF10,PC_GDP,EE,2006-01-01,9
TE,S13,GF10,PC_GDP,EE,2007-01-01,9
TE,S13,GF10,PC_GDP,EE,2008-01-01,11
TE,S13,GF10,PC_GDP,EE,2009-01-01,15
TE,S13,GF10,PC_GDP,EE,2010-01-01,14
TE,S13,GF10,PC_GDP,EE,2011-01-01,12
TE,S13,GF10,PC_GDP,EE,2012-01-01,12
TE,S13,GF10,PC_GDP,EE,2013-01-01,
TE,S13,GF10,PC_GDP,EE,2014-01-01,11
TE,S13,GF10,PC_GDP,EE,2015-01-01,12
TE,S13,GF10,PC_GDP,EE,2016-01-01,13
TE,S13,GF10,PC_GDP,EE,2017-01-01,
TE,S13,GF10,PC_GDP,EL,2005-01-01,14
TE,S13,GF10,PC_GDP,EL,2006-01-01,15
TE,S13,GF10,PC_GDP,EL,2007-01-01,15
TE,S13,GF10,PC_GDP,EL,2008-01-01,17
TE,S13,GF10,PC_GDP,EL,2009-01-01,18
TE,S13,GF10,PC_GDP,EL,2010-01-01,18
TE,S13,GF10,PC_GDP,EL,2011-01-01,20
TE,S13,GF10,PC_GDP,EL,2012-01-01,20
TE,S13,GF10,PC_GDP,EL,2013-01-01,
TE,S13,GF10,PC_GDP,EL,2014-01-01,20
TE,S13,GF10,PC_GDP,EL,2015-01-01,20
TE,S13,GF10,PC_GDP,EL,2016-01-01,20
TE,S13,GF10,PC_GDP,EL,2017-01-01,
TE,S13,GF10,PC_GDP,ES,2005-01-01,12
TE,S13,GF10,PC_GDP,ES,2006-01-01,12
TE,S13,GF10,PC_GDP,ES,2007-01-01,12
TE,S13,GF10,PC_GDP,ES,2008-01-01,13
TE,S13,GF10,PC_GDP,ES,2009-01-01,16
TE,S13,GF10,PC_GDP,ES,2010-01-01,16
TE,S13,GF10,PC_GDP,ES,2011-01-01,16
TE,S13,GF10,PC_GDP,ES,2012-01-01,17
TE,S13,GF10,PC_GDP,ES,2013-01-01,
TE,S13,GF10,PC_GDP,ES,2014-01-01,17
TE,S13,GF10,PC_GDP,ES,2015-01-01,17
TE,S13,GF10,PC_GDP,ES,2016-01-01,16
TE,S13,GF10,PC_GDP,ES,2017-01-01,
TE,S13,GF10,PC_GDP,EU27,2005-01-01,17
TE,S13,GF10,PC_GDP,EU27,2006-01-01,17
TE,S13,GF10,PC_GDP,EU27,2007-01-01,17
TE,S13,GF10,PC_GDP,EU27,2008-01-01,17
TE,S13,GF10,PC_GDP,EU27,2009-01-01,19
TE,S13,GF10,PC_GDP,EU27,2010-01-01,19
TE,S13,GF10,PC_GDP,EU27,2011-01-01,19
TE,S13,GF10,PC_GDP,EU27,2012-01-01,19
TE,S13,GF10,PC_GDP,EU27,2013-01-01,
TE,S13,GF10,PC_GDP,EU27,2014-01-01,19
TE,S13,GF10,PC_GDP,EU27,2015-01-01,19
TE,S13,GF10,PC_GDP,EU27,2016-01-01,19
TE,S13,GF10,PC_GDP,EU27,2017-01-01,
TE,S13,GF10,PC_GDP,EU28,2005-01-01,17
TE,S13,GF10,PC_GDP,EU28,2006-01-01,17
TE,S13,GF10,PC_GDP,EU28,2007-01-01,17
TE,S13,GF10,PC_GDP,EU28,2008-01-01,17
TE,S13,GF10,PC_GDP,EU28,2009-01-01,19
TE,S13,GF10,PC_GDP,EU28,2010-01-01,19
TE,S13,GF10,PC_GDP,EU28,2011-01-01,19
TE,S13,GF10,PC_GDP,EU28,2012-01-01,19
TE,S13,GF10,PC_GDP,EU28,2013-01-01,
TE,S13,GF10,PC_GDP,EU28,2014-01-01,19
TE,S13,GF10,PC_GDP,EU28,2015-01-01,19
TE,S13,GF10,PC_GDP,EU28,2016-01-01,19
TE,S13,GF10,PC_GDP,EU28,2017-01-01,
TE,S13,GF10,PC_GDP,FI,2005-01-01,20
TE,S13,GF10,PC_GDP,FI,2006-01-01,19
TE,S13,GF10,PC_GDP,FI,2007-01-01,19
TE,S13,GF10,PC_GDP,FI,2008-01-01,19
TE,S13,GF10,PC_GDP,FI,2009-01-01,22
TE,S13,GF10,PC_GDP,FI,2010-01-01,22
TE,S13,GF10,PC_GDP,FI,2011-01-01,22
TE,S13,GF10,PC_GDP,FI,2012-01-01,23
TE,S13,GF10,PC_GDP,FI,2013-01-01,
TE,S13,GF10,PC_GDP,FI,2014-01-01,25
TE,S13,GF10,PC_GDP,FI,2015-01-01,25
TE,S13,GF10,PC_GDP,FI,2016-01-01,25
TE,S13,GF10,PC_GDP,FI,2017-01-01,
TE,S13,GF10,PC_GDP,FR,2005-01-01,21
TE,S13,GF10,PC_GDP,FR,2006-01-01,21
TE,S13,GF10,PC_GDP,FR,2007-01-01,21
TE,S13,GF10,PC_GDP,FR,2008-01-01,21
TE,S13,GF10,PC_GDP,FR,2009-01-01,23
TE,S13,GF10,PC_GDP,FR,2010-01-01,23
TE,S13,GF10,PC_GDP,FR,2011-01-01,23
TE,S13,GF10,PC_GDP,FR,2012-01-01,24
TE,S13,GF10,PC_GDP,FR,2013-01-01,
TE,S13,GF10,PC_GDP,FR,2014-01-01,24
TE,S13,GF10,PC_GDP,FR,2015-01-01,24
TE,S13,GF10,PC_GDP,FR,2016-01-01,24
TE,S13,GF10,PC_GDP,FR,2017-01-01,
TE,S13,GF10,PC_GDP,HR,2005-01-01,14
TE,S13,GF10,PC_GDP,HR,2006-01-01,15
TE,S13,GF10,PC_GDP,HR,2007-01-01,13
TE,S13,GF10,PC_GDP,HR,2008-01-01,13
TE,S13,GF10,PC_GDP,HR,2009-01-01,15
TE,S13,GF10,PC_GDP,HR,2010-01-01,15
TE,S13,GF10,PC_GDP,HR,2011-01-01,15
TE,S13,GF10,PC_GDP,HR,2012-01-01,15
TE,S13,GF10,PC_GDP,HR,2013-01-01,
TE,S13,GF10,PC_GDP,HR,2014-01-01,15
TE,S13,GF10,PC_GDP,HR,2015-01-01,15
TE,S13,GF10,PC_GDP,HR,2016-01-01,14
TE,S13,GF10,PC_GDP,HR,2017-01-01,
TE,S13,GF10,PC_GDP,HU,2005-01-01,16
TE,S13,GF10,PC_GDP,HU,2006-01-01,17
TE,S13,GF10,PC_GDP,HU,2007-01-01,17
TE,S13,GF10,PC_GDP,HU,2008-01-01,17
TE,S13,GF10,PC_GDP,HU,2009-01-01,18
TE,S13,GF10,PC_GDP,HU,2010-01-01,17
TE,S13,GF10,PC_GDP,HU,2011-01-01,16
TE,S13,GF10,PC_GDP,HU,2012-01-01,16
TE,S13,GF10,PC_GDP,HU,2013-01-01,
TE,S13,GF10,PC_GDP,HU,2014-01-01,15
TE,S13,GF10,PC_GDP,HU,2015-01-01,14
TE,S13,GF10,PC_GDP,HU,2016-01-01,14
TE,S13,GF10,PC_GDP,HU,2017-01-01,
TE,S13,GF10,PC_GDP,IE,2005-01-01,11
TE,S13,GF10,PC_GDP,IE,2006-01-01,11
TE,S13,GF10,PC_GDP,IE,2007-01-01,12
TE,S13,GF10,PC_GDP,IE,2008-01-01,14
TE,S13,GF10,PC_GDP,IE,2009-01-01,17
TE,S13,GF10,PC_GDP,IE,2010-01-01,17
TE,S13,GF10,PC_GDP,IE,2011-01-01,16
TE,S13,GF10,PC_GDP,IE,2012-01-01,15
TE,S13,GF10,PC_GDP,IE,2013-01-01,
TE,S13,GF10,PC_GDP,IE,2014-01-01,13
TE,S13,GF10,PC_GDP,IE,2015-01-01,10
TE,S13,GF10,PC_GDP,IE,2016-01-01,9
TE,S13,GF10,PC_GDP,IE,2017-01-01,
TE,S13,GF10,PC_GDP,IS,2005-01-01,
TE,S13,GF10,PC_GDP,IS,2006-01-01,
TE,S13,GF10,PC_GDP,IS,2007-01-01,
TE,S13,GF10,PC_GDP,IS,2008-01-01,
TE,S13,GF10,PC_GDP,IS,2009-01-01,
TE,S13,GF10,PC_GDP,IS,2010-01-01,
TE,S13,GF10,PC_GDP,IS,2011-01-01,
TE,S13,GF10,PC_GDP,IS,2012-01-01,
TE,S13,GF10,PC_GDP,IS,2013-01-01,
TE,S13,GF10,PC_GDP,IS,2014-01-01,10
TE,S13,GF10,PC_GDP,IS,2015-01-01,9
TE,S13,GF10,PC_GDP,IS,2016-01-01,13
TE,S13,GF10,PC_GDP,IS,2017-01-01,
TE,S13,GF10,PC_GDP,IT,2005-01-01,17
TE,S13,GF10,PC_GDP,IT,2006-01-01,17
TE,S13,GF10,PC_GDP,IT,2007-01-01,17
TE,S13,GF10,PC_GDP,IT,2008-01-01,18
TE,S13,GF10,PC_GDP,IT,2009-01-01,19
TE,S13,GF10,PC_GDP,IT,2010-01-01,19
TE,S13,GF10,PC_GDP,IT,2011-01-01,19
TE,S13,GF10,PC_GDP,IT,2012-01-01,20
TE,S13,GF10,PC_GDP,IT,2013-01-01,
TE,S13,GF10,PC_GDP,IT,2014-01-01,21
TE,S13,GF10,PC_GDP,IT,2015-01-01,21
TE,S13,GF10,PC_GDP,IT,2016-01-01,21
TE,S13,GF10,PC_GDP,IT,2017-01-01,
TE,S13,GF10,PC_GDP,LT,2005-01-01,9
TE,S13,GF10,PC_GDP,LT,2006-01-01,9
TE,S13,GF10,PC_GDP,LT,2007-01-01,10
TE,S13,GF10,PC_GDP,LT,2008-01-01,12
TE,S13,GF10,PC_GDP,LT,2009-01-01,16
TE,S13,GF10,PC_GDP,LT,2010-01-01,14
TE,S13,GF10,PC_GDP,LT,2011-01-01,12
TE,S13,GF10,PC_GDP,LT,2012-01-01,12
TE,S13,GF10,PC_GDP,LT,2013-01-01,
TE,S13,GF10,PC_GDP,LT,2014-01-01,11
TE,S13,GF10,PC_GDP,LT,2015-01-01,11
TE,S13,GF10,PC_GDP,LT,2016-01-01,11
TE,S13,GF10,PC_GDP,LT,2017-01-01,
TE,S13,GF10,PC_GDP,LU,2005-01-01,17
TE,S13,GF10,PC_GDP,LU,2006-01-01,16
TE,S13,GF10,PC_GDP,LU,2007-01-01,15
TE,S13,GF10,PC_GDP,LU,2008-01-01,16
TE,S13,GF10,PC_GDP,LU,2009-01-01,19
TE,S13,GF10,PC_GDP,LU,2010-01-01,18
TE,S13,GF10,PC_GDP,LU,2011-01-01,17
TE,S13,GF10,PC_GDP,LU,2012-01-01,18
TE,S13,GF10,PC_GDP,LU,2013-01-01,
TE,S13,GF10,PC_GDP,LU,2014-01-01,18
TE,S13,GF10,PC_GDP,LU,2015-01-01,18
TE,S13,GF10,PC_GDP,LU,2016-01-01,18
TE,S13,GF10,PC_GDP,LU,2017-01-01,18
TE,S13,GF10,PC_GDP,LV,2005-01-01,9
TE,S13,GF10,PC_GDP,LV,2006-01-01,8
TE,S13,GF10,PC_GDP,LV,2007-01-01,7
TE,S13,GF10,PC_GDP,LV,2008-01-01,9
TE,S13,GF10,PC_GDP,LV,2009-01-01,14
TE,S13,GF10,PC_GDP,LV,2010-01-01,14
TE,S13,GF10,PC_GDP,LV,2011-01-01,12
TE,S13,GF10,PC_GDP,LV,2012-01-01,11
TE,S13,GF10,PC_GDP,LV,2013-01-01,
TE,S13,GF10,PC_GDP,LV,2014-01-01,11
TE,S13,GF10,PC_GDP,LV,2015-01-01,11
TE,S13,GF10,PC_GDP,LV,2016-01-01,12
TE,S13,GF10,PC_GDP,LV,2017-01-01,
TE,S13,GF10,PC_GDP,MT,2005-01-01,13
TE,S13,GF10,PC_GDP,MT,2006-01-01,13
TE,S13,GF10,PC_GDP,MT,2007-01-01,13
TE,S13,GF10,PC_GDP,MT,2008-01-01,13
TE,S13,GF10,PC_GDP,MT,2009-01-01,14
TE,S13,GF10,PC_GDP,MT,2010-01-01,13
TE,S13,GF10,PC_GDP,MT,2011-01-01,13
TE,S13,GF10,PC_GDP,MT,2012-01-01,14
TE,S13,GF10,PC_GDP,MT,2013-01-01,
TE,S13,GF10,PC_GDP,MT,2014-01-01,13
TE,S13,GF10,PC_GDP,MT,2015-01-01,12
TE,S13,GF10,PC_GDP,MT,2016-01-01,12
TE,S13,GF10,PC_GDP,MT,2017-01-01,
TE,S13,GF10,PC_GDP,NL,2005-01-01,15
TE,S13,GF10,PC_GDP,NL,2006-01-01,14
TE,S13,GF10,PC_GDP,NL,2007-01-01,14
TE,S13,GF10,PC_GDP,NL,2008-01-01,14
TE,S13,GF10,PC_GDP,NL,2009-01-01,16
TE,S13,GF10,PC_GDP,NL,2010-01-01,16
TE,S13,GF10,PC_GDP,NL,2011-01-01,16
TE,S13,GF10,PC_GDP,NL,2012-01-01,16
TE,S13,GF10,PC_GDP,NL,2013-01-01,
TE,S13,GF10,PC_GDP,NL,2014-01-01,16
TE,S13,GF10,PC_GDP,NL,2015-01-01,16
TE,S13,GF10,PC_GDP,NL,2016-01-01,16
TE,S13,GF10,PC_GDP,NL,2017-01-01,
TE,S13,GF10,PC_GDP,NO,2005-01-01,16
TE,S13,GF10,PC_GDP,NO,2006-01-01,15
TE,S13,GF10,PC_GDP,NO,2007-01-01,15
TE,S13,GF10,PC_GDP,NO,2008-01-01,15
TE,S13,GF10,PC_GDP,NO,2009-01-01,17
TE,S13,GF10,PC_GDP,NO,2010-01-01,17
TE,S13,GF10,PC_GDP,NO,2011-01-01,17
TE,S13,GF10,PC_GDP,NO,2012-01-01,17
TE,S13,GF10,PC_GDP,NO,2013-01-01,
TE,S13,GF10,PC_GDP,NO,2014-01-01,18
TE,S13,GF10,PC_GDP,NO,2015-01-01,19
TE,S13,GF10,PC_GDP,NO,2016-01-01,20
TE,S13,GF10,PC_GDP,NO,2017-01-01,
TE,S13,GF10,PC_GDP,PL,2005-01-01,17
TE,S13,GF10,PC_GDP,PL,2006-01-01,17
TE,S13,GF10,PC_GDP,PL,2007-01-01,15
TE,S13,GF10,PC_GDP,PL,2008-01-01,15
TE,S13,GF10,PC_GDP,PL,2009-01-01,16
TE,S13,GF10,PC_GDP,PL,2010-01-01,16
TE,S13,GF10,PC_GDP,PL,2011-01-01,15
TE,S13,GF10,PC_GDP,PL,2012-01-01,15
TE,S13,GF10,PC_GDP,PL,2013-01-01,
TE,S13,GF10,PC_GDP,PL,2014-01-01,16
TE,S13,GF10,PC_GDP,PL,2015-01-01,16
TE,S13,GF10,PC_GDP,PL,2016-01-01,16
TE,S13,GF10,PC_GDP,PL,2017-01-01,
TE,S13,GF10,PC_GDP,PT,2005-01-01,14
TE,S13,GF10,PC_GDP,PT,2006-01-01,15
TE,S13,GF10,PC_GDP,PT,2007-01-01,14
TE,S13,GF10,PC_GDP,PT,2008-01-01,15
TE,S13,GF10,PC_GDP,PT,2009-01-01,17
TE,S13,GF10,PC_GDP,PT,2010-01-01,17
TE,S13,GF10,PC_GDP,PT,2011-01-01,17
TE,S13,GF10,PC_GDP,PT,2012-01-01,18
TE,S13,GF10,PC_GDP,PT,2013-01-01,
TE,S13,GF10,PC_GDP,PT,2014-01-01,18
TE,S13,GF10,PC_GDP,PT,2015-01-01,18
TE,S13,GF10,PC_GDP,PT,2016-01-01,18
TE,S13,GF10,PC_GDP,PT,2017-01-01,
TE,S13,GF10,PC_GDP,RO,2005-01-01,10
TE,S13,GF10,PC_GDP,RO,2006-01-01,10
TE,S13,GF10,PC_GDP,RO,2007-01-01,9
TE,S13,GF10,PC_GDP,RO,2008-01-01,11
TE,S13,GF10,PC_GDP,RO,2009-01-01,13
TE,S13,GF10,PC_GDP,RO,2010-01-01,13
TE,S13,GF10,PC_GDP,RO,2011-01-01,12
TE,S13,GF10,PC_GDP,RO,2012-01-01,12
TE,S13,GF10,PC_GDP,RO,2013-01-01,
TE,S13,GF10,PC_GDP,RO,2014-01-01,11
TE,S13,GF10,PC_GDP,RO,2015-01-01,11
TE,S13,GF10,PC_GDP,RO,2016-01-01,11
TE,S13,GF10,PC_GDP,RO,2017-01-01,
TE,S13,GF10,PC_GDP,SE,2005-01-01,22
TE,S13,GF10,PC_GDP,SE,2006-01-01,21
TE,S13,GF10,PC_GDP,SE,2007-01-01,20
TE,S13,GF10,PC_GDP,SE,2008-01-01,20
TE,S13,GF10,PC_GDP,SE,2009-01-01,21
TE,S13,GF10,PC_GDP,SE,2010-01-01,20
TE,S13,GF10,PC_GDP,SE,2011-01-01,20
TE,S13,GF10,PC_GDP,SE,2012-01-01,20
TE,S13,GF10,PC_GDP,SE,2013-01-01,
TE,S13,GF10,PC_GDP,SE,2014-01-01,20
TE,S13,GF10,PC_GDP,SE,2015-01-01,20
TE,S13,GF10,PC_GDP,SE,2016-01-01,20
TE,S13,GF10,PC_GDP,SE,2017-01-01,
TE,S13,GF10,PC_GDP,SI,2005-01-01,16
TE,S13,GF10,PC_GDP,SI,2006-01-01,16
TE,S13,GF10,PC_GDP,SI,2007-01-01,15
TE,S13,GF10,PC_GDP,SI,2008-01-01,15
TE,S13,GF10,PC_GDP,SI,2009-01-01,17
TE,S13,GF10,PC_GDP,SI,2010-01-01,18
TE,S13,GF10,PC_GDP,SI,2011-01-01,18
TE,S13,GF10,PC_GDP,SI,2012-01-01,18
TE,S13,GF10,PC_GDP,SI,2013-01-01,
TE,S13,GF10,PC_GDP,SI,2014-01-01,17
TE,S13,GF10,PC_GDP,SI,2015-01-01,17
TE,S13,GF10,PC_GDP,SI,2016-01-01,16
TE,S13,GF10,PC_GDP,SI,2017-01-01,
TE,S13,GF10,PC_GDP,SK,2005-01-01,14
TE,S13,GF10,PC_GDP,SK,2006-01-01,13
TE,S13,GF10,PC_GDP,SK,2007-01-01,13
TE,S13,GF10,PC_GDP,SK,2008-01-01,12
TE,S13,GF10,PC_GDP,SK,2009-01-01,15
TE,S13,GF10,PC_GDP,SK,2010-01-01,15
TE,S13,GF10,PC_GDP,SK,2011-01-01,14
TE,S13,GF10,PC_GDP,SK,2012-01-01,15
TE,S13,GF10,PC_GDP,SK,2013-01-01,
TE,S13,GF10,PC_GDP,SK,2014-01-01,15
TE,S13,GF10,PC_GDP,SK,2015-01-01,15
TE,S13,GF10,PC_GDP,SK,2016-01-01,15
TE,S13,GF10,PC_GDP,SK,2017-01-01,
TE,S13,GF10,PC_GDP,UK,2005-01-01,14
TE,S13,GF10,PC_GDP,UK,2006-01-01,14
TE,S13,GF10,PC_GDP,UK,2007-01-01,14
TE,S13,GF10,PC_GDP,UK,2008-01-01,15
TE,S13,GF10,PC_GDP,UK,2009-01-01,16
TE,S13,GF10,PC_GDP,UK,2010-01-01,17
TE,S13,GF10,PC_GDP,UK,2011-01-01,16
TE,S13,GF10,PC_GDP,UK,2012-01-01,17
TE,S13,GF10,PC_GDP,UK,2013-01-01,
TE,S13,GF10,PC_GDP,UK,2014-01-01,16
TE,S13,GF10,PC_GDP,UK,2015-01-01,16
TE,S13,GF10,PC_GDP,UK,2016-01-01,15
TE,S13,GF10,PC_GDP,UK,2017-01-01,
