na_item,co_nco,sector,finpos,unit,geo\time,date,value
F,CO,S122_S123,LIAB,PC_GDP,ES,2005-01-01,203.1 
F,CO,S122_S123,LIAB,PC_GDP,ES,2006-01-01,222.9 
F,CO,S122_S123,LIAB,PC_GDP,ES,2007-01-01,248.1 
F,CO,S122_S123,LIAB,PC_GDP,ES,2008-01-01,254.4 
F,CO,S122_S123,LIAB,PC_GDP,ES,2009-01-01,272.4 
F,CO,S122_S123,LIAB,PC_GDP,ES,2010-01-01,267.3 
F,CO,S122_S123,LIAB,PC_GDP,ES,2011-01-01,271.8 
F,CO,S122_S123,LIAB,PC_GDP,ES,2012-01-01,268.8 
F,CO,S122_S123,LIAB,PC_GDP,ES,2013-01-01,249.3 
F,CO,S122_S123,LIAB,PC_GDP,ES,2014-01-01,242.3 
F,CO,S122_S123,LIAB,PC_GDP,ES,2015-01-01,220.4 
F,CO,S122_S123,LIAB,PC_GDP,ES,2016-01-01,207.5 
F,CO,S122_S123,LIAB,PC_GDP,ES,2017-01-01,201.9 
F,CO,S122_S123,LIAB,PC_GDP,FI,1995-01-01,104.2 
F,CO,S122_S123,LIAB,PC_GDP,FI,1996-01-01,100.9 
F,CO,S122_S123,LIAB,PC_GDP,FI,1997-01-01,101.2 
F,CO,S122_S123,LIAB,PC_GDP,FI,1998-01-01,90.9 
F,CO,S122_S123,LIAB,PC_GDP,FI,1999-01-01,92.7 
F,CO,S122_S123,LIAB,PC_GDP,FI,2000-01-01,87.4 
F,CO,S122_S123,LIAB,PC_GDP,FI,2001-01-01,100.7 
F,CO,S122_S123,LIAB,PC_GDP,FI,2002-01-01,101.1 
F,CO,S122_S123,LIAB,PC_GDP,FI,2003-01-01,114.7 
F,CO,S122_S123,LIAB,PC_GDP,FI,2004-01-01,126.0 
F,CO,S122_S123,LIAB,PC_GDP,FI,2005-01-01,136.3 
F,CO,S122_S123,LIAB,PC_GDP,FI,2006-01-01,143.1 
F,CO,S122_S123,LIAB,PC_GDP,FI,2007-01-01,150.3 
F,CO,S122_S123,LIAB,PC_GDP,FI,2008-01-01,187.7 
F,CO,S122_S123,LIAB,PC_GDP,FI,2009-01-01,209.3 
F,CO,S122_S123,LIAB,PC_GDP,FI,2010-01-01,241.7 
F,CO,S122_S123,LIAB,PC_GDP,FI,2011-01-01,309.4 
F,CO,S122_S123,LIAB,PC_GDP,FI,2012-01-01,283.2 
F,CO,S122_S123,LIAB,PC_GDP,FI,2013-01-01,241.9 
F,CO,S122_S123,LIAB,PC_GDP,FI,2014-01-01,262.4 
F,CO,S122_S123,LIAB,PC_GDP,FI,2015-01-01,245.0 
F,CO,S122_S123,LIAB,PC_GDP,FI,2016-01-01,231.6 
F,CO,S122_S123,LIAB,PC_GDP,FI,2017-01-01,177.0 
F,CO,S122_S123,LIAB,PC_GDP,FR,1995-01-01,154.5 
F,CO,S122_S123,LIAB,PC_GDP,FR,1996-01-01,153.8 
F,CO,S122_S123,LIAB,PC_GDP,FR,1997-01-01,163.2 
F,CO,S122_S123,LIAB,PC_GDP,FR,1998-01-01,158.0 
F,CO,S122_S123,LIAB,PC_GDP,FR,1999-01-01,173.7 
F,CO,S122_S123,LIAB,PC_GDP,FR,2000-01-01,172.0 
F,CO,S122_S123,LIAB,PC_GDP,FR,2001-01-01,177.0 
F,CO,S122_S123,LIAB,PC_GDP,FR,2002-01-01,175.5 
F,CO,S122_S123,LIAB,PC_GDP,FR,2003-01-01,180.5 
F,CO,S122_S123,LIAB,PC_GDP,FR,2004-01-01,193.5 
F,CO,S122_S123,LIAB,PC_GDP,FR,2005-01-01,219.7 
F,CO,S122_S123,LIAB,PC_GDP,FR,2006-01-01,243.5 
F,CO,S122_S123,LIAB,PC_GDP,FR,2007-01-01,260.0 
F,CO,S122_S123,LIAB,PC_GDP,FR,2008-01-01,260.5 
F,CO,S122_S123,LIAB,PC_GDP,FR,2009-01-01,262.8 
F,CO,S122_S123,LIAB,PC_GDP,FR,2010-01-01,267.4 
F,CO,S122_S123,LIAB,PC_GDP,FR,2011-01-01,274.4 
F,CO,S122_S123,LIAB,PC_GDP,FR,2012-01-01,274.3 
F,CO,S122_S123,LIAB,PC_GDP,FR,2013-01-01,270.4 
F,CO,S122_S123,LIAB,PC_GDP,FR,2014-01-01,281.3 
F,CO,S122_S123,LIAB,PC_GDP,FR,2015-01-01,281.3 
F,CO,S122_S123,LIAB,PC_GDP,FR,2016-01-01,288.2 
F,CO,S122_S123,LIAB,PC_GDP,FR,2017-01-01,286.0 
F,CO,S122_S123,LIAB,PC_GDP,HR,1995-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,HR,1996-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,HR,1997-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,HR,1998-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,HR,1999-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,HR,2000-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,HR,2001-01-01,76.0 
F,CO,S122_S123,LIAB,PC_GDP,HR,2002-01-01,83.3 
F,CO,S122_S123,LIAB,PC_GDP,HR,2003-01-01,88.9 
F,CO,S122_S123,LIAB,PC_GDP,HR,2004-01-01,96.2 
F,CO,S122_S123,LIAB,PC_GDP,HR,2005-01-01,96.4 
F,CO,S122_S123,LIAB,PC_GDP,HR,2006-01-01,113.4 
F,CO,S122_S123,LIAB,PC_GDP,HR,2007-01-01,123.5 
F,CO,S122_S123,LIAB,PC_GDP,HR,2008-01-01,105.9 
F,CO,S122_S123,LIAB,PC_GDP,HR,2009-01-01,117.0 
F,CO,S122_S123,LIAB,PC_GDP,HR,2010-01-01,121.2 
F,CO,S122_S123,LIAB,PC_GDP,HR,2011-01-01,121.7 
F,CO,S122_S123,LIAB,PC_GDP,HR,2012-01-01,121.0 
F,CO,S122_S123,LIAB,PC_GDP,HR,2013-01-01,119.9 
F,CO,S122_S123,LIAB,PC_GDP,HR,2014-01-01,120.4 
F,CO,S122_S123,LIAB,PC_GDP,HR,2015-01-01,116.2 
F,CO,S122_S123,LIAB,PC_GDP,HR,2016-01-01,114.9 
F,CO,S122_S123,LIAB,PC_GDP,HR,2017-01-01,108.5 
F,CO,S122_S123,LIAB,PC_GDP,HU,1995-01-01,61.1 
F,CO,S122_S123,LIAB,PC_GDP,HU,1996-01-01,61.2 
F,CO,S122_S123,LIAB,PC_GDP,HU,1997-01-01,63.0 
F,CO,S122_S123,LIAB,PC_GDP,HU,1998-01-01,61.7 
F,CO,S122_S123,LIAB,PC_GDP,HU,1999-01-01,63.6 
F,CO,S122_S123,LIAB,PC_GDP,HU,2000-01-01,63.2 
F,CO,S122_S123,LIAB,PC_GDP,HU,2001-01-01,61.3 
F,CO,S122_S123,LIAB,PC_GDP,HU,2002-01-01,62.0 
F,CO,S122_S123,LIAB,PC_GDP,HU,2003-01-01,69.6 
F,CO,S122_S123,LIAB,PC_GDP,HU,2004-01-01,76.6 
F,CO,S122_S123,LIAB,PC_GDP,HU,2005-01-01,85.0 
F,CO,S122_S123,LIAB,PC_GDP,HU,2006-01-01,95.6 
F,CO,S122_S123,LIAB,PC_GDP,HU,2007-01-01,101.5 
F,CO,S122_S123,LIAB,PC_GDP,HU,2008-01-01,109.7 
F,CO,S122_S123,LIAB,PC_GDP,HU,2009-01-01,115.3 
F,CO,S122_S123,LIAB,PC_GDP,HU,2010-01-01,111.5 
F,CO,S122_S123,LIAB,PC_GDP,HU,2011-01-01,105.8 
F,CO,S122_S123,LIAB,PC_GDP,HU,2012-01-01,95.1 
F,CO,S122_S123,LIAB,PC_GDP,HU,2013-01-01,90.4 
F,CO,S122_S123,LIAB,PC_GDP,HU,2014-01-01,85.8 
F,CO,S122_S123,LIAB,PC_GDP,HU,2015-01-01,84.3 
F,CO,S122_S123,LIAB,PC_GDP,HU,2016-01-01,86.5 
F,CO,S122_S123,LIAB,PC_GDP,HU,2017-01-01,85.8 
F,CO,S122_S123,LIAB,PC_GDP,IE,1995-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,IE,1996-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,IE,1997-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,IE,1998-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,IE,1999-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,IE,2000-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,IE,2001-01-01,418.3 
F,CO,S122_S123,LIAB,PC_GDP,IE,2002-01-01,437.6 
F,CO,S122_S123,LIAB,PC_GDP,IE,2003-01-01,479.4 
F,CO,S122_S123,LIAB,PC_GDP,IE,2004-01-01,545.1 
F,CO,S122_S123,LIAB,PC_GDP,IE,2005-01-01,639.2 
F,CO,S122_S123,LIAB,PC_GDP,IE,2006-01-01,723.8 
F,CO,S122_S123,LIAB,PC_GDP,IE,2007-01-01,765.7 
F,CO,S122_S123,LIAB,PC_GDP,IE,2008-01-01,817.8 
F,CO,S122_S123,LIAB,PC_GDP,IE,2009-01-01,836.8 
F,CO,S122_S123,LIAB,PC_GDP,IE,2010-01-01,781.8 
F,CO,S122_S123,LIAB,PC_GDP,IE,2011-01-01,650.1 
F,CO,S122_S123,LIAB,PC_GDP,IE,2012-01-01,569.2 
F,CO,S122_S123,LIAB,PC_GDP,IE,2013-01-01,505.0 
F,CO,S122_S123,LIAB,PC_GDP,IE,2014-01-01,513.3 
F,CO,S122_S123,LIAB,PC_GDP,IE,2015-01-01,370.1 
F,CO,S122_S123,LIAB,PC_GDP,IE,2016-01-01,365.4 
F,CO,S122_S123,LIAB,PC_GDP,IE,2017-01-01,334.7 
F,CO,S122_S123,LIAB,PC_GDP,IT,1995-01-01,102.8 
F,CO,S122_S123,LIAB,PC_GDP,IT,1996-01-01,106.0 
F,CO,S122_S123,LIAB,PC_GDP,IT,1997-01-01,111.9 
F,CO,S122_S123,LIAB,PC_GDP,IT,1998-01-01,117.5 
F,CO,S122_S123,LIAB,PC_GDP,IT,1999-01-01,123.5 
F,CO,S122_S123,LIAB,PC_GDP,IT,2000-01-01,133.0 
F,CO,S122_S123,LIAB,PC_GDP,IT,2001-01-01,121.6 
F,CO,S122_S123,LIAB,PC_GDP,IT,2002-01-01,120.0 
F,CO,S122_S123,LIAB,PC_GDP,IT,2003-01-01,129.9 
F,CO,S122_S123,LIAB,PC_GDP,IT,2004-01-01,134.0 
F,CO,S122_S123,LIAB,PC_GDP,IT,2005-01-01,146.5 
F,CO,S122_S123,LIAB,PC_GDP,IT,2006-01-01,166.4 
F,CO,S122_S123,LIAB,PC_GDP,IT,2007-01-01,164.2 
F,CO,S122_S123,LIAB,PC_GDP,IT,2008-01-01,159.6 
F,CO,S122_S123,LIAB,PC_GDP,IT,2009-01-01,169.1 
F,CO,S122_S123,LIAB,PC_GDP,IT,2010-01-01,179.5 
F,CO,S122_S123,LIAB,PC_GDP,IT,2011-01-01,178.7 
F,CO,S122_S123,LIAB,PC_GDP,IT,2012-01-01,190.5 
F,CO,S122_S123,LIAB,PC_GDP,IT,2013-01-01,182.7 
F,CO,S122_S123,LIAB,PC_GDP,IT,2014-01-01,183.2 
F,CO,S122_S123,LIAB,PC_GDP,IT,2015-01-01,179.4 
F,CO,S122_S123,LIAB,PC_GDP,IT,2016-01-01,173.1 
F,CO,S122_S123,LIAB,PC_GDP,IT,2017-01-01,169.6 
F,CO,S122_S123,LIAB,PC_GDP,LT,1995-01-01,23.6 
F,CO,S122_S123,LIAB,PC_GDP,LT,1996-01-01,20.6 
F,CO,S122_S123,LIAB,PC_GDP,LT,1997-01-01,22.4 
F,CO,S122_S123,LIAB,PC_GDP,LT,1998-01-01,23.9 
F,CO,S122_S123,LIAB,PC_GDP,LT,1999-01-01,26.5 
F,CO,S122_S123,LIAB,PC_GDP,LT,2000-01-01,28.4 
F,CO,S122_S123,LIAB,PC_GDP,LT,2001-01-01,30.4 
F,CO,S122_S123,LIAB,PC_GDP,LT,2002-01-01,31.9 
F,CO,S122_S123,LIAB,PC_GDP,LT,2003-01-01,37.1 
F,CO,S122_S123,LIAB,PC_GDP,LT,2004-01-01,45.7 
F,CO,S122_S123,LIAB,PC_GDP,LT,2005-01-01,63.3 
F,CO,S122_S123,LIAB,PC_GDP,LT,2006-01-01,72.7 
F,CO,S122_S123,LIAB,PC_GDP,LT,2007-01-01,82.2 
F,CO,S122_S123,LIAB,PC_GDP,LT,2008-01-01,78.9 
F,CO,S122_S123,LIAB,PC_GDP,LT,2009-01-01,94.2 
F,CO,S122_S123,LIAB,PC_GDP,LT,2010-01-01,89.9 
F,CO,S122_S123,LIAB,PC_GDP,LT,2011-01-01,77.6 
F,CO,S122_S123,LIAB,PC_GDP,LT,2012-01-01,71.8 
F,CO,S122_S123,LIAB,PC_GDP,LT,2013-01-01,67.4 
F,CO,S122_S123,LIAB,PC_GDP,LT,2014-01-01,68.5 
F,CO,S122_S123,LIAB,PC_GDP,LT,2015-01-01,64.3 
F,CO,S122_S123,LIAB,PC_GDP,LT,2016-01-01,68.8 
F,CO,S122_S123,LIAB,PC_GDP,LT,2017-01-01,67.0 
F,CO,S122_S123,LIAB,PC_GDP,LU,1995-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,LU,1996-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,LU,1997-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,LU,1998-01-01,: 
F,CO,S122_S123,LIAB,PC_GDP,LU,1999-01-01,2681.3 
F,CO,S122_S123,LIAB,PC_GDP,LU,2000-01-01,2662.0 
F,CO,S122_S123,LIAB,PC_GDP,LU,2001-01-01,3080.9 
F,CO,S122_S123,LIAB,PC_GDP,LU,2002-01-01,2820.2 
F,CO,S122_S123,LIAB,PC_GDP,LU,2003-01-01,2767.6 
F,CO,S122_S123,LIAB,PC_GDP,LU,2004-01-01,2667.5 
F,CO,S122_S123,LIAB,PC_GDP,LU,2005-01-01,2824.4 
F,CO,S122_S123,LIAB,PC_GDP,LU,2006-01-01,2709.5 
F,CO,S122_S123,LIAB,PC_GDP,LU,2007-01-01,2766.2 
F,CO,S122_S123,LIAB,PC_GDP,LU,2008-01-01,2963.3 
F,CO,S122_S123,LIAB,PC_GDP,LU,2009-01-01,2749.0 
F,CO,S122_S123,LIAB,PC_GDP,LU,2010-01-01,2428.9 
F,CO,S122_S123,LIAB,PC_GDP,LU,2011-01-01,2385.1 
F,CO,S122_S123,LIAB,PC_GDP,LU,2012-01-01,2046.5 
F,CO,S122_S123,LIAB,PC_GDP,LU,2013-01-01,1839.4 
F,CO,S122_S123,LIAB,PC_GDP,LU,2014-01-01,1814.4 
F,CO,S122_S123,LIAB,PC_GDP,LU,2015-01-01,1823.1 
F,CO,S122_S123,LIAB,PC_GDP,LU,2016-01-01,1890.3 
F,CO,S122_S123,LIAB,PC_GDP,LU,2017-01-01,1780.8 
F,CO,S122_S123,LIAB,PC_GDP,LV,1995-01-01,28.8 
F,CO,S122_S123,LIAB,PC_GDP,LV,1996-01-01,34.7 
F,CO,S122_S123,LIAB,PC_GDP,LV,1997-01-01,46.5 
F,CO,S122_S123,LIAB,PC_GDP,LV,1998-01-01,41.5 
F,CO,S122_S123,LIAB,PC_GDP,LV,1999-01-01,45.6 
F,CO,S122_S123,LIAB,PC_GDP,LV,2000-01-01,58.1 
F,CO,S122_S123,LIAB,PC_GDP,LV,2001-01-01,63.1 
F,CO,S122_S123,LIAB,PC_GDP,LV,2002-01-01,72.0 
F,CO,S122_S123,LIAB,PC_GDP,LV,2003-01-01,80.8 
F,CO,S122_S123,LIAB,PC_GDP,LV,2004-01-01,96.7 
F,CO,S122_S123,LIAB,PC_GDP,LV,2005-01-01,110.9 
F,CO,S122_S123,LIAB,PC_GDP,LV,2006-01-01,127.1 
F,CO,S122_S123,LIAB,PC_GDP,LV,2007-01-01,130.9 
F,CO,S122_S123,LIAB,PC_GDP,LV,2008-01-01,129.6 
F,CO,S122_S123,LIAB,PC_GDP,LV,2009-01-01,147.3 
F,CO,S122_S123,LIAB,PC_GDP,LV,2010-01-01,152.2 
F,CO,S122_S123,LIAB,PC_GDP,LV,2011-01-01,128.9 
F,CO,S122_S123,LIAB,PC_GDP,LV,2012-01-01,121.6 
F,CO,S122_S123,LIAB,PC_GDP,LV,2013-01-01,122.4 
F,CO,S122_S123,LIAB,PC_GDP,LV,2014-01-01,125.1 
F,CO,S122_S123,LIAB,PC_GDP,LV,2015-01-01,126.7 
F,CO,S122_S123,LIAB,PC_GDP,LV,2016-01-01,114.4 
F,CO,S122_S123,LIAB,PC_GDP,LV,2017-01-01,101.4 
F,CO,S122_S123,LIAB,PC_GDP,MT,1995-01-01,164.3 e
F,CO,S122_S123,LIAB,PC_GDP,MT,1996-01-01,185.9 e
F,CO,S122_S123,LIAB,PC_GDP,MT,1997-01-01,211.8 e
F,CO,S122_S123,LIAB,PC_GDP,MT,1998-01-01,276.7 e
F,CO,S122_S123,LIAB,PC_GDP,MT,1999-01-01,325.5 e
F,CO,S122_S123,LIAB,PC_GDP,MT,2000-01-01,326.3 e
F,CO,S122_S123,LIAB,PC_GDP,MT,2001-01-01,307.4 e
F,CO,S122_S123,LIAB,PC_GDP,MT,2002-01-01,336.9 e
F,CO,S122_S123,LIAB,PC_GDP,MT,2003-01-01,368.3 e
F,CO,S122_S123,LIAB,PC_GDP,MT,2004-01-01,409.8 
F,CO,S122_S123,LIAB,PC_GDP,MT,2005-01-01,505.9 
F,CO,S122_S123,LIAB,PC_GDP,MT,2006-01-01,568.1 
F,CO,S122_S123,LIAB,PC_GDP,MT,2007-01-01,668.0 
F,CO,S122_S123,LIAB,PC_GDP,MT,2008-01-01,690.8 
F,CO,S122_S123,LIAB,PC_GDP,MT,2009-01-01,670.4 
F,CO,S122_S123,LIAB,PC_GDP,MT,2010-01-01,752.2 
F,CO,S122_S123,LIAB,PC_GDP,MT,2011-01-01,739.8 
F,CO,S122_S123,LIAB,PC_GDP,MT,2012-01-01,734.1 
F,CO,S122_S123,LIAB,PC_GDP,MT,2013-01-01,650.2 
F,CO,S122_S123,LIAB,PC_GDP,MT,2014-01-01,620.3 
F,CO,S122_S123,LIAB,PC_GDP,MT,2015-01-01,495.0 
F,CO,S122_S123,LIAB,PC_GDP,MT,2016-01-01,464.3 
F,CO,S122_S123,LIAB,PC_GDP,MT,2017-01-01,434.5 
F,CO,S122_S123,LIAB,PC_GDP,NL,1995-01-01,161.6 
F,CO,S122_S123,LIAB,PC_GDP,NL,1996-01-01,172.8 
F,CO,S122_S123,LIAB,PC_GDP,NL,1997-01-01,185.1 
F,CO,S122_S123,LIAB,PC_GDP,NL,1998-01-01,209.7 
F,CO,S122_S123,LIAB,PC_GDP,NL,1999-01-01,214.3 
F,CO,S122_S123,LIAB,PC_GDP,NL,2000-01-01,216.9 
F,CO,S122_S123,LIAB,PC_GDP,NL,2001-01-01,230.2 
F,CO,S122_S123,LIAB,PC_GDP,NL,2002-01-01,235.8 
F,CO,S122_S123,LIAB,PC_GDP,NL,2003-01-01,249.3 
F,CO,S122_S123,LIAB,PC_GDP,NL,2004-01-01,265.3 
F,CO,S122_S123,LIAB,PC_GDP,NL,2005-01-01,288.4 
F,CO,S122_S123,LIAB,PC_GDP,NL,2006-01-01,304.5 
F,CO,S122_S123,LIAB,PC_GDP,NL,2007-01-01,327.0 
F,CO,S122_S123,LIAB,PC_GDP,NL,2008-01-01,300.1 
F,CO,S122_S123,LIAB,PC_GDP,NL,2009-01-01,311.1 
F,CO,S122_S123,LIAB,PC_GDP,NL,2010-01-01,318.0 
F,CO,S122_S123,LIAB,PC_GDP,NL,2011-01-01,328.8 
F,CO,S122_S123,LIAB,PC_GDP,NL,2012-01-01,329.1 
F,CO,S122_S123,LIAB,PC_GDP,NL,2013-01-01,301.9 
F,CO,S122_S123,LIAB,PC_GDP,NL,2014-01-01,312.2 
F,CO,S122_S123,LIAB,PC_GDP,NL,2015-01-01,312.0 
F,CO,S122_S123,LIAB,PC_GDP,NL,2016-01-01,308.9 
F,CO,S122_S123,LIAB,PC_GDP,NL,2017-01-01,289.2 p
F,CO,S122_S123,LIAB,PC_GDP,PL,1995-01-01,33.4 
F,CO,S122_S123,LIAB,PC_GDP,PL,1996-01-01,35.3 
F,CO,S122_S123,LIAB,PC_GDP,PL,1997-01-01,38.0 
F,CO,S122_S123,LIAB,PC_GDP,PL,1998-01-01,44.5 
F,CO,S122_S123,LIAB,PC_GDP,PL,1999-01-01,50.1 
F,CO,S122_S123,LIAB,PC_GDP,PL,2000-01-01,50.4 
F,CO,S122_S123,LIAB,PC_GDP,PL,2001-01-01,54.7 
F,CO,S122_S123,LIAB,PC_GDP,PL,2002-01-01,51.8 
F,CO,S122_S123,LIAB,PC_GDP,PL,2003-01-01,53.8 
F,CO,S122_S123,LIAB,PC_GDP,PL,2004-01-01,57.0 
F,CO,S122_S123,LIAB,PC_GDP,PL,2005-01-01,62.0 
F,CO,S122_S123,LIAB,PC_GDP,PL,2006-01-01,70.1 
F,CO,S122_S123,LIAB,PC_GDP,PL,2007-01-01,73.4 
F,CO,S122_S123,LIAB,PC_GDP,PL,2008-01-01,77.9 
F,CO,S122_S123,LIAB,PC_GDP,PL,2009-01-01,77.9 
F,CO,S122_S123,LIAB,PC_GDP,PL,2010-01-01,81.4 
F,CO,S122_S123,LIAB,PC_GDP,PL,2011-01-01,80.3 
F,CO,S122_S123,LIAB,PC_GDP,PL,2012-01-01,82.0 
F,CO,S122_S123,LIAB,PC_GDP,PL,2013-01-01,85.8 
F,CO,S122_S123,LIAB,PC_GDP,PL,2014-01-01,87.7 
F,CO,S122_S123,LIAB,PC_GDP,PL,2015-01-01,85.0 
F,CO,S122_S123,LIAB,PC_GDP,PL,2016-01-01,87.3 
F,CO,S122_S123,LIAB,PC_GDP,PL,2017-01-01,86.1 
F,CO,S122_S123,LIAB,PC_GDP,PT,1995-01-01,135.3 
F,CO,S122_S123,LIAB,PC_GDP,PT,1996-01-01,140.8 
F,CO,S122_S123,LIAB,PC_GDP,PT,1997-01-01,155.8 
F,CO,S122_S123,LIAB,PC_GDP,PT,1998-01-01,163.9 
F,CO,S122_S123,LIAB,PC_GDP,PT,1999-01-01,176.2 
F,CO,S122_S123,LIAB,PC_GDP,PT,2000-01-01,193.5 
F,CO,S122_S123,LIAB,PC_GDP,PT,2001-01-01,200.1 
F,CO,S122_S123,LIAB,PC_GDP,PT,2002-01-01,192.7 
F,CO,S122_S123,LIAB,PC_GDP,PT,2003-01-01,200.9 
F,CO,S122_S123,LIAB,PC_GDP,PT,2004-01-01,197.1 
F,CO,S122_S123,LIAB,PC_GDP,PT,2005-01-01,203.3 
F,CO,S122_S123,LIAB,PC_GDP,PT,2006-01-01,217.4 
F,CO,S122_S123,LIAB,PC_GDP,PT,2007-01-01,230.1 
F,CO,S122_S123,LIAB,PC_GDP,PT,2008-01-01,234.0 
F,CO,S122_S123,LIAB,PC_GDP,PT,2009-01-01,259.6 
F,CO,S122_S123,LIAB,PC_GDP,PT,2010-01-01,268.2 
F,CO,S122_S123,LIAB,PC_GDP,PT,2011-01-01,263.7 
F,CO,S122_S123,LIAB,PC_GDP,PT,2012-01-01,262.6 
F,CO,S122_S123,LIAB,PC_GDP,PT,2013-01-01,241.8 
F,CO,S122_S123,LIAB,PC_GDP,PT,2014-01-01,219.4 
F,CO,S122_S123,LIAB,PC_GDP,PT,2015-01-01,198.2 
F,CO,S122_S123,LIAB,PC_GDP,PT,2016-01-01,184.3 
F,CO,S122_S123,LIAB,PC_GDP,PT,2017-01-01,177.1 
F,CO,S122_S123,LIAB,PC_GDP,RO,1995-01-01,49.5 e
F,CO,S122_S123,LIAB,PC_GDP,RO,1996-01-01,43.4 e
F,CO,S122_S123,LIAB,PC_GDP,RO,1997-01-01,29.1 e
F,CO,S122_S123,LIAB,PC_GDP,RO,1998-01-01,29.8 
F,CO,S122_S123,LIAB,PC_GDP,RO,1999-01-01,27.8 
F,CO,S122_S123,LIAB,PC_GDP,RO,2000-01-01,25.5 
F,CO,S122_S123,LIAB,PC_GDP,RO,2001-01-01,27.9 
F,CO,S122_S123,LIAB,PC_GDP,RO,2002-01-01,30.9 
F,CO,S122_S123,LIAB,PC_GDP,RO,2003-01-01,29.7 
F,CO,S122_S123,LIAB,PC_GDP,RO,2004-01-01,36.8 
F,CO,S122_S123,LIAB,PC_GDP,RO,2005-01-01,45.7 
F,CO,S122_S123,LIAB,PC_GDP,RO,2006-01-01,50.9 
F,CO,S122_S123,LIAB,PC_GDP,RO,2007-01-01,59.6 
F,CO,S122_S123,LIAB,PC_GDP,RO,2008-01-01,52.2 
F,CO,S122_S123,LIAB,PC_GDP,RO,2009-01-01,61.8 
F,CO,S122_S123,LIAB,PC_GDP,RO,2010-01-01,63.8 
F,CO,S122_S123,LIAB,PC_GDP,RO,2011-01-01,62.6 
F,CO,S122_S123,LIAB,PC_GDP,RO,2012-01-01,59.4 
F,CO,S122_S123,LIAB,PC_GDP,RO,2013-01-01,55.2 
F,CO,S122_S123,LIAB,PC_GDP,RO,2014-01-01,53.7 
F,CO,S122_S123,LIAB,PC_GDP,RO,2015-01-01,52.8 
F,CO,S122_S123,LIAB,PC_GDP,RO,2016-01-01,50.7 
F,CO,S122_S123,LIAB,PC_GDP,RO,2017-01-01,49.4 
F,CO,S122_S123,LIAB,PC_GDP,SE,1995-01-01,129.2 
F,CO,S122_S123,LIAB,PC_GDP,SE,1996-01-01,136.8 
F,CO,S122_S123,LIAB,PC_GDP,SE,1997-01-01,141.3 
F,CO,S122_S123,LIAB,PC_GDP,SE,1998-01-01,148.3 
F,CO,S122_S123,LIAB,PC_GDP,SE,1999-01-01,143.0 
F,CO,S122_S123,LIAB,PC_GDP,SE,2000-01-01,157.4 
F,CO,S122_S123,LIAB,PC_GDP,SE,2001-01-01,154.6 
F,CO,S122_S123,LIAB,PC_GDP,SE,2002-01-01,149.7 
F,CO,S122_S123,LIAB,PC_GDP,SE,2003-01-01,156.3 
F,CO,S122_S123,LIAB,PC_GDP,SE,2004-01-01,167.6 
F,CO,S122_S123,LIAB,PC_GDP,SE,2005-01-01,187.7 
F,CO,S122_S123,LIAB,PC_GDP,SE,2006-01-01,201.8 
F,CO,S122_S123,LIAB,PC_GDP,SE,2007-01-01,214.2 
F,CO,S122_S123,LIAB,PC_GDP,SE,2008-01-01,236.5 
F,CO,S122_S123,LIAB,PC_GDP,SE,2009-01-01,248.4 
F,CO,S122_S123,LIAB,PC_GDP,SE,2010-01-01,233.4 
F,CO,S122_S123,LIAB,PC_GDP,SE,2011-01-01,238.9 
F,CO,S122_S123,LIAB,PC_GDP,SE,2012-01-01,243.8 
F,CO,S122_S123,LIAB,PC_GDP,SE,2013-01-01,253.5 
F,CO,S122_S123,LIAB,PC_GDP,SE,2014-01-01,267.1 
F,CO,S122_S123,LIAB,PC_GDP,SE,2015-01-01,249.6 
F,CO,S122_S123,LIAB,PC_GDP,SE,2016-01-01,258.1 
F,CO,S122_S123,LIAB,PC_GDP,SE,2017-01-01,265.0 
F,CO,S122_S123,LIAB,PC_GDP,SI,1995-01-01,53.5 
F,CO,S122_S123,LIAB,PC_GDP,SI,1996-01-01,56.9 
F,CO,S122_S123,LIAB,PC_GDP,SI,1997-01-01,59.0 
F,CO,S122_S123,LIAB,PC_GDP,SI,1998-01-01,61.4 
F,CO,S122_S123,LIAB,PC_GDP,SI,1999-01-01,62.7 
F,CO,S122_S123,LIAB,PC_GDP,SI,2000-01-01,67.7 
F,CO,S122_S123,LIAB,PC_GDP,SI,2001-01-01,73.3 
F,CO,S122_S123,LIAB,PC_GDP,SI,2002-01-01,76.7 
F,CO,S122_S123,LIAB,PC_GDP,SI,2003-01-01,78.7 
